,mad_score_ruonia,mad_score_spread,flag_end_period,MAD_score_rate_spread,MAD_score_cover,Flag_Demand,MAD_score_repo_volume,Tax_Week_Flag,End_of_Month_Flag,End_of_Quarter_Flag,Seasonal_Factor,MAD_score_yield_spread,Flag_Nedospros,Flag_PeresprosMAD_score_CBR,MAD_score_Roskazna,Flag_Budget_Drain,Flag_Treasury_Placement_Drop,MAD_score_cover_m3
30,-2.8200000000000003,-1.2590361445782947,0.0,0.0,0.0,False,0.0,1,1,0,1.4,-4.162063756633388,0.0,0.0,0.0,False,False,-0.6185436862416009
31,-3.01,-1.2590361445782947,0.0,0.0,0.0,False,0.0,1,0,0,1.2609349934800678,-4.162063756633388,0.0,0.0,0.0,False,False,-0.6185436862416009
32,-3.140000000000001,-1.2590361445782947,0.0,0.0,0.0,False,0.0,1,0,0,1.2609349934800678,-4.162063756633388,0.0,0.0,0.0,False,False,-0.6185436862416009
33,-3.24,-1.2590361445782947,0.0,0.0,0.0,False,0.0,0,0,0,1.0,-1.08914941150346,1.0,1.0,0.0,False,False,-0.7734569763372966
34,-3.24,-1.2590361445782947,0.0,0.0,0.0,False,0.0,0,0,0,1.0,-1.08914941150346,0.0,0.0,0.0,False,False,-0.7734569763372966
35,-3.465346534653466,-1.2590361445782947,0.0,0.0,0.0,False,0.0,0,0,0,1.0,-1.0166279249210628,0.0,0.0,0.0,False,False,-0.7657835242523009
36,-3.465346534653466,-1.2590361445782947,0.0,0.0,0.0,False,0.0,0,0,0,1.0,-1.0166279249210628,0.0,0.0,0.0,False,False,-0.7657835242523009
37,-3.465346534653466,-1.2590361445782947,0.0,0.0,0.0,False,0.0,0,0,0,1.0,-1.0166279249210628,0.0,0.0,0.0,False,False,-0.7657835242523009
38,-3.910891089108912,-1.2590361445782947,1.0,0.0,0.0,False,0.0,0,0,0,1.0,-1.0166279249210628,0.0,0.0,0.0,False,False,-0.7657835242523009
39,-3.0396039603960405,-1.2590361445782947,1.0,0.0,0.0,False,0.0,0,0,0,1.0,-1.0166279249210628,0.0,0.0,0.0,False,False,-0.7657835242523009
40,-3.1089108910891103,-0.6626506024096194,1.0,0.0,0.0,False,0.0,0,0,0,1.0,1.0594093182330664,1.0,1.0,0.0,False,False,-0.6661939901640465
41,-3.17821782178218,-0.6626506024096194,0.0,0.0,0.0,False,0.0,1,0,0,1.2609349934800678,1.0594093182330664,0.0,0.0,0.0,False,False,-0.6661939901640465
42,-3.198019801980199,-0.6626506024096194,0.0,0.0,0.0,False,0.0,1,0,0,1.2609349934800678,1.015265085315444,0.0,0.0,0.0,False,False,-0.6608226189804411
43,-3.198019801980199,-0.6626506024096194,0.0,0.0,0.0,False,0.0,1,0,0,1.2609349934800678,0.9871306965127744,0.0,0.0,0.0,False,False,-0.6608226189804411
44,-3.198019801980199,-0.6626506024096194,0.0,0.0,0.0,False,0.0,1,0,0,1.2609349934800678,0.9871306965127744,0.0,0.0,0.0,False,False,-0.6608226189804411
45,-3.2799999999999967,-0.6626506024096194,0.0,0.0,0.0,False,0.0,1,0,0,1.2609349934800678,0.9871306965127744,0.0,0.0,0.0,False,False,-0.6608226189804411
46,-3.3099999999999965,-0.6315789473684037,0.0,0.0,0.0,False,0.0,1,0,0,1.2609349934800678,0.9871306965127744,0.0,0.0,0.0,False,False,-0.6608226189804411
47,-3.178217821782176,-0.6315789473684037,0.0,0.0,0.0,False,0.0,1,0,0,1.2609349934800678,2.0820238625237835,1.0,1.0,0.0,False,False,-0.6619779864447706
48,-3.1287128712871266,-0.6315789473684037,0.0,0.0,0.0,False,0.0,1,0,0,1.2609349934800678,2.0820238625237835,0.0,0.0,0.0,False,False,-0.6619779864447706
49,-3.158415841584157,-0.6315789473684037,0.0,0.0,0.0,False,0.0,1,0,0,1.2609349934800678,2.0605553890696378,0.0,0.0,0.0,False,False,-0.6471216890351407
50,-3.1089108910891072,-0.6315789473684037,0.0,0.0,0.0,False,0.0,1,0,0,1.2609349934800678,1.9668608751024,0.0,0.0,0.0,False,False,-0.6471216890351407
51,-3.1089108910891072,-0.6315789473684037,0.0,0.0,0.0,False,0.0,1,0,0,1.2609349934800678,1.9668608751024,0.0,0.0,0.0,False,False,-0.6471216890351407
52,-3.1089108910891072,-0.6315789473684037,0.0,0.0,0.0,False,0.0,0,0,0,1.0,1.9668608751024,0.0,0.0,0.0,False,False,-0.6471216890351407
53,-3.1089108910891072,-0.6315789473684037,0.0,0.0,0.0,False,0.0,0,0,0,1.0,1.9668608751024,0.0,0.0,0.0,False,False,-0.6471216890351407
54,-3.1089108910891072,-0.6315789473684037,0.0,0.0,0.0,False,0.0,1,0,0,1.2609349934800678,1.9668608751024,0.0,0.0,0.0,False,False,-0.6471216890351407
55,-3.009900990099008,-0.6315789473684037,0.0,0.0,0.0,False,0.0,1,0,0,1.2609349934800678,1.9668608751024,0.0,0.0,0.0,False,False,-0.6465724076605076
56,-2.9900990099009888,-0.6315789473684037,0.0,0.0,0.0,False,0.0,1,1,0,1.4,1.7722748520357652,0.0,0.0,0.0,False,False,-0.6596791233491404
57,-2.9900990099009888,-0.6315789473684037,0.0,0.0,0.0,False,0.0,1,1,0,1.4,1.7835412071716672,0.0,0.0,0.0,False,False,-0.6596791233491404
58,-2.9900990099009888,-0.6315789473684037,0.0,0.0,0.0,False,0.0,1,1,0,1.4,1.7835412071716672,0.0,0.0,0.0,False,False,-0.6596791233491404
59,-3.0990099009900978,-0.6315789473684037,0.0,0.0,0.0,False,0.0,1,0,0,1.2609349934800678,1.7835412071716672,0.0,0.0,0.0,False,False,-0.6596791233491404
60,-3.148514851485147,-0.6315789473684037,0.0,0.0,0.0,False,0.0,1,0,0,1.2609349934800678,1.7835412071716672,0.0,0.0,0.0,False,False,-0.6596791233491404
61,-3.0990099009900978,-0.6315789473684037,0.0,0.0,0.0,False,0.0,0,0,0,1.0,-0.990949695085272,1.0,1.0,0.0,False,False,-0.2064178306506497
62,-3.089108910891087,-0.6315789473684037,0.0,0.0,0.0,False,0.0,0,0,0,1.0,-0.990949695085272,0.0,0.0,0.0,False,False,-0.1998555514184569
63,-3.118811881188117,-0.6315789473684037,0.0,0.0,0.0,False,0.0,0,0,0,1.0,-0.9830010965316552,0.0,0.0,0.0,False,False,-0.2063768862086838
64,-3.118811881188117,-0.6315789473684037,0.0,0.0,0.0,False,0.0,0,0,0,1.0,-0.9830010965316552,0.0,0.0,0.0,False,False,-0.2063768862086838
65,-3.118811881188117,-0.6315789473684037,0.0,0.0,0.0,False,0.0,0,0,0,1.0,-0.9830010965316552,0.0,0.0,0.0,False,False,-0.2063768862086838
66,-3.118811881188117,-0.6315789473684037,0.0,0.0,0.0,False,0.0,0,0,0,1.0,-0.9830010965316552,0.0,0.0,0.0,False,False,-0.2063768862086838
67,-2.77450980392157,-0.6315789473684037,1.0,0.0,0.0,False,0.0,1,0,0,1.2609349934800678,-0.9830010965316552,0.0,0.0,0.0,False,False,-0.2063768862086838
68,-3.029411764705884,-1.4144736842105308,1.0,0.0,0.0,False,0.0,1,0,0,1.2609349934800678,0.3996795291425203,1.0,1.0,0.0,False,False,-0.7395099907786803
69,-3.0098039215686283,-1.4144736842105308,0.0,0.0,0.0,False,0.0,1,0,0,1.2609349934800678,0.3996795291425203,0.0,0.0,0.0,False,False,-0.7395099907786803
70,-2.9803921568627465,-1.4144736842105308,0.0,0.0,0.0,False,0.0,0,0,0,1.0,0.3996795291425203,0.0,0.0,0.0,False,False,-0.7395813542424045
71,-2.9803921568627465,-1.4144736842105308,0.0,0.0,0.0,False,0.0,0,0,0,1.0,0.3986171047940302,0.0,0.0,0.0,False,False,-0.7395813542424045
72,-2.9803921568627465,-1.4144736842105308,0.0,0.0,0.0,False,0.0,1,0,0,1.2609349934800678,0.3986171047940302,0.0,0.0,0.0,False,False,-0.7395813542424045
73,-2.990196078431373,-1.4144736842105308,0.0,0.0,0.0,False,0.0,1,0,0,1.2609349934800678,0.3986171047940302,0.0,0.0,0.0,False,False,-0.7395813542424045
74,-3.0099009900990104,-1.4144736842105308,0.0,0.0,0.0,False,0.0,1,0,0,1.2609349934800678,0.3986171047940302,0.0,0.0,0.0,False,False,-0.7395813542424045
75,-3.0198019801980203,-1.4144736842105308,0.0,0.0,0.0,False,0.0,1,0,0,1.2609349934800678,-0.0492725607171107,0.0,0.0,0.0,False,False,0.5277235339902713
76,-3.0198019801980203,-1.4144736842105308,0.0,0.0,0.0,False,0.0,1,0,0,1.2609349934800678,-0.0492725607171107,0.0,0.0,0.0,False,False,0.5277235339902713
77,-2.990099009900991,-1.4436619718309902,0.0,0.0,0.0,False,0.0,1,0,0,1.2609349934800678,-0.0492725607171107,0.0,0.0,0.0,False,False,0.5305255170452793
78,-2.990099009900991,-1.4436619718309902,0.0,0.0,0.0,False,0.0,0,0,0,1.0,-0.0492725607171107,0.0,0.0,0.0,False,False,0.5305255170452793
79,-2.990099009900991,-1.4436619718309902,0.0,0.0,0.0,False,0.0,1,0,0,1.2609349934800678,-0.0492725607171107,0.0,0.0,0.0,False,False,0.5305255170452793
80,-2.8910891089108914,-1.4436619718309902,0.0,0.0,0.0,False,0.0,1,0,0,1.2609349934800678,-0.0492725607171107,0.0,0.0,0.0,False,False,0.5305255170452793
81,-2.910891089108912,-1.4436619718309902,0.0,0.0,0.0,False,0.0,1,0,0,1.2609349934800678,-0.0492725607171107,0.0,0.0,0.0,False,False,0.5305255170452793
82,-2.851485148514852,-1.4436619718309902,0.0,0.0,0.0,False,0.0,1,0,0,1.2609349934800678,-0.0492725607171107,0.0,0.0,0.0,False,False,0.5305255170452793
83,-2.7227722772277234,-1.4436619718309902,0.0,0.0,0.0,False,0.0,1,0,0,1.2609349934800678,-0.0464853143722411,0.0,0.0,0.0,False,False,0.5305255170452793
84,-2.821782178217823,-1.4436619718309902,0.0,0.0,0.0,False,0.0,1,0,0,1.2609349934800678,-0.0468611970684937,0.0,0.0,0.0,False,False,0.5305255170452793
85,-2.821782178217823,-1.4436619718309902,0.0,0.0,0.0,False,0.0,0,0,0,1.0,-0.0468611970684937,0.0,0.0,0.0,False,False,0.5305255170452793
86,-2.821782178217823,-1.4436619718309902,0.0,0.0,0.0,False,0.0,1,0,0,1.2609349934800678,-0.0468611970684937,0.0,0.0,0.0,False,False,0.5305255170452793
87,-2.7,-1.4436619718309902,0.0,0.0,0.0,False,0.0,1,1,1,1.4,-0.0468611970684937,0.0,0.0,0.0,False,False,0.5305255170452793
88,-2.67,-1.4436619718309902,0.0,0.0,0.0,False,0.0,1,1,1,1.4,-0.0468611970684937,0.0,0.0,0.0,False,False,0.5305255170452793
89,-2.7,-1.4436619718309902,0.0,0.0,0.0,False,0.0,1,1,1,1.4,1.019975927224705,1.0,1.0,0.0,False,False,-0.2499432901143166
90,-2.7,-1.4436619718309902,0.0,0.0,0.0,False,0.0,1,0,0,1.2609349934800678,1.019975927224705,0.0,0.0,0.0,False,False,-0.2499432901143166
91,-2.7700000000000005,-1.4436619718309902,0.0,0.0,0.0,False,0.0,0,0,0,1.0,1.011794503667009,0.0,0.0,0.0,False,False,-0.1038885435975357
92,-2.7700000000000005,-1.4436619718309902,0.0,0.0,0.0,False,0.0,0,0,0,1.0,1.0130984454446708,0.0,0.0,0.0,False,False,-0.1038885435975357
93,-2.7700000000000005,-1.4436619718309902,0.0,0.0,0.0,False,0.0,0,0,0,1.0,1.0130984454446708,0.0,0.0,0.0,False,False,-0.1038885435975357
94,-2.9000000000000004,-1.4436619718309902,1.0,0.0,0.0,False,0.0,0,0,0,1.0,1.0130984454446708,0.0,0.0,0.0,False,False,-0.1038885435975357
95,-3.03,-1.4436619718309902,1.0,0.0,0.0,False,0.0,0,0,0,1.0,1.0130984454446708,0.0,0.0,0.0,False,False,-0.1038885435975357
96,-2.7979797979798,-0.1619718309859251,1.0,0.0,0.0,False,0.0,0,0,0,1.0,1.751382336036969,1.0,1.0,0.0,False,False,-0.5668381062466554
97,-2.7171717171717185,-0.1619718309859251,0.0,0.0,0.0,False,0.0,0,0,0,1.0,1.751382336036969,0.0,0.0,0.0,False,False,-0.5668381062466554
98,-2.7373737373737392,-0.1619718309859251,0.0,0.0,0.0,False,0.0,0,0,0,1.0,1.751382336036969,0.0,0.0,0.0,False,False,-0.5682839719336633
99,-2.7373737373737392,-0.1619718309859251,0.0,0.0,0.0,False,0.0,0,0,0,1.0,1.7777549249262428,0.0,0.0,0.0,False,False,-0.5682839719336633
100,-2.7373737373737392,-0.1619718309859251,0.0,0.0,0.0,False,0.0,0,0,0,1.0,1.7777549249262428,0.0,0.0,0.0,False,False,-0.5682839719336633
